OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,ZELEV,BUFF_DIST,ORIG_FID,DATE,TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_,CROSS_STRE,OFF_STREET,CONTRIBUTI,CONTRIBU_1,CONTRIBU_2,CONTRIBU_3,CONTRIBU_4,UNIQUE_KEY,VEHICLE_TY,VEHICLE__1,VEHICLE__2,VEHICLE__3,VEHICLE__4,incidence,IndexID,OBJECTID_1,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,Shape_Leng,Shape_Area_1,OBJECTID_12,GEOID_1,B00001e1,B00001m1,B00002e1,B00002m1,OBJECTID_2,GEOID_12,B19001e1,B19001m1,B19001e2,B19001m2,B19001e3,B19001m3,B19001e4,B19001m4,B19001e5,B19001m5,B19001e6,B19001m6,B19001e7,B19001m7,B19001e8,B19001m8,B19001e9,B19001m9,B19001e10,B19001m10,B19001e11,B19001m11,B19001e12,B19001m12,B19001e13,B19001m13,B19001e14,B19001m14,B19001e15,B19001m15,B19001e16,B19001m16,B19001e17,B19001m17,SHAPE_Length,SHAPE_Area
2309,0,2309,1,2309,0,15,2309,,,,,,,,,,,,,,,,,,,,,,,,2309,36,47,10800,3,3.6047E+11,Block Group 3,G5030,S,56570,0,40.6406839,-74.0047586,15000US360470108003,0.013521319,6.02211E-06,3947,15000US360470108003,118,-1,37,-1,3947,15000US360470108003,505,103,44,38,25,34,121,66,43,43,20,31,28,33,0,11,40,44,8,13,9,16,55,59,9,13,59,55,44,49,0,11,0,11,94.24777961,706.8583471
2310,0,2310,3,2310,0,15,2310,,,,,,,,,,,,,,,,,,,,,,,,2310,36,47,27600,3,3.6047E+11,Block Group 3,G5030,S,70988,0,40.61002,-74.0001675,15000US360470276003,0.01471271,7.55366E-06,4389,15000US360470276003,157,-1,53,-1,4389,15000US360470276003,535,79,53,37,28,26,38,31,38,32,44,30,48,39,17,24,17,22,20,25,30,31,47,33,58,41,41,31,9,15,41,38,6,14,94.24777961,706.8583471
2311,0,2311,3,2311,0,15,2311,,,,,,,,,,,,,,,,,,,,,,,,2311,36,47,27600,3,3.6047E+11,Block Group 3,G5030,S,70988,0,40.61002,-74.0001675,15000US360470276003,0.01471271,7.55366E-06,4389,15000US360470276003,157,-1,53,-1,4389,15000US360470276003,535,79,53,37,28,26,38,31,38,32,44,30,48,39,17,24,17,22,20,25,30,31,47,33,58,41,41,31,9,15,41,38,6,14,94.24777961,706.8583471
2312,2,2312,2,2312,0,15,2312,1/18/2017 0:00,17:53,BROOKLYN,11219,40.63358,-74.00483,"(40.63358, -74.00483)",59 STREET,FORT HAMILTON PARKWAY, ,Driver Inattention/Distraction,Unspecified, , , ,3612560,BICYCLE,PASSENGER VEHICLE, , , ,2,148,2312,36,47,11600,3,3.6047E+11,Block Group 3,G5030,S,33583,0,40.634165,-74.0057833,15000US360470116003,0.007898732,3.57483E-06,3959,15000US360470116003,104,-1,28,-1,3959,15000US360470116003,316,75,22,31,30,36,2,10,19,22,30,32,14,28,10,14,16,25,8,12,44,40,56,46,21,28,28,32,6,14,4,13,2,9,94.24777961,706.8583471
2313,0,2313,2,2313,0,15,2313,,,,,,,,,,,,,,,,,,,,,,,,2313,36,47,19600,1,3.6047E+11,Block Group 1,G5030,S,56453,0,40.6233174,-74.002502,15000US360470196001,0.009981848,6.00824E-06,4166,15000US360470196001,130,-1,40,-1,4166,15000US360470196001,552,103,58,43,12,23,48,54,42,36,34,36,4,11,25,30,36,44,40,46,54,45,77,58,76,56,6,12,33,37,0,11,8,18,94.24777961,706.8583471
2314,1,2314,3,2314,0,15,2314,6/3/2015 0:00,14:12,BROOKLYN,11220,40.6364244,-74.0050046,"(40.6364244, -74.0050046)",9 AVENUE,56 STREET, ,Failure to Yield Right-of-Way,Unspecified, , , ,3233040,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,1,405,2314,36,47,10400,1,3.6047E+11,Block Group 1,G5030,S,56594,0,40.6362499,-74.0069783,15000US360470104001,0.009993996,6.0244E-06,3939,15000US360470104001,139,-1,41,-1,3939,15000US360470104001,555,104,58,45,25,34,32,34,47,51,35,34,49,48,11,18,21,26,35,33,43,35,76,56,59,43,44,41,12,22,7,15,0,11,94.24777961,706.8583471
2315,0,2315,1,2315,0,15,2315,,,,,,,,,,,,,,,,,,,,,,,,2315,36,47,10800,3,3.6047E+11,Block Group 3,G5030,S,56570,0,40.6406839,-74.0047586,15000US360470108003,0.013521319,6.02211E-06,3947,15000US360470108003,118,-1,37,-1,3947,15000US360470108003,505,103,44,38,25,34,121,66,43,43,20,31,28,33,0,11,40,44,8,13,9,16,55,59,9,13,59,55,44,49,0,11,0,11,94.24777961,706.8583471
2316,0,2316,1,2316,0,15,2316,,,,,,,,,,,,,,,,,,,,,,,,2316,36,47,29200,1,3.6047E+11,Block Group 1,G5030,S,150289,0,40.597132,-74.0007017,15000US360470292001,0.011586392,6.85051E-06,4441,15000US360470292001,148,-1,58,-1,4441,15000US360470292001,396,56,52,29,17,21,45,32,13,15,10,11,5,7,30,25,12,19,32,26,35,27,38,28,31,31,28,24,24,27,0,11,24,25,94.24777961,706.8583471
2317,0,2317,4,2317,0,15,2317,,,,,,,,,,,,,,,,,,,,,,,,2317,36,47,9600,3,3.6047E+11,Block Group 3,G5030,S,37682,0,40.6461213,-74.0074689,15000US360470096003,0.008375346,4.01176E-06,3923,15000US360470096003,98,-1,36,-1,3923,15000US360470096003,460,107,34,33,62,50,29,36,36,43,51,40,24,26,60,53,5,15,2,12,25,32,42,36,50,44,8,17,8,14,20,24,5,14,94.24777961,706.8583471
2318,0,2318,3,2318,0,15,2318,,,,,,,,,,,,,,,,,,,,,,,,2318,36,47,19000,3,3.6047E+11,Block Group 3,G5030,S,90282,0,40.6197185,-74.001384,15000US360470190003,0.014591445,9.60807E-06,4149,15000US360470190003,112,-1,40,-1,4149,15000US360470190003,376,78,31,34,26,32,25,27,21,22,1,9,16,24,17,20,18,21,21,26,29,30,40,33,53,40,25,19,13,19,20,17,19,22,94.24777961,706.8583471
2319,1,2319,2,2319,0,15,2319,12/3/2012 0:00,20:40,BROOKLYN,11214,40.6034321,-74.0018474,"(40.6034321, -74.0018474)",BENSON AVENUE,BAY 22 STREET, ,Unspecified,Unspecified, , , ,122489,PASSENGER VEHICLE,BICYCLE, , , ,1,849,2319,36,47,28400,3,3.6047E+11,Block Group 3,G5030,S,68592,0,40.6042566,-74.000425,15000US360470284003,0.011066379,7.29801E-06,4415,15000US360470284003,98,-1,29,-1,4415,15000US360470284003,364,82,17,24,22,26,22,24,31,34,18,26,18,28,22,28,28,36,6,10,32,36,32,34,49,40,10,16,37,37,18,18,3,10,94.24777961,706.8583471
2320,0,2320,1,2320,0,15,2320,,,,,,,,,,,,,,,,,,,,,,,,2320,36,47,10800,3,3.6047E+11,Block Group 3,G5030,S,56570,0,40.6406839,-74.0047586,15000US360470108003,0.013521319,6.02211E-06,3947,15000US360470108003,118,-1,37,-1,3947,15000US360470108003,505,103,44,38,25,34,121,66,43,43,20,31,28,33,0,11,40,44,8,13,9,16,55,59,9,13,59,55,44,49,0,11,0,11,94.24777961,706.8583471
2321,0,2321,2,2321,0,15,2321,,,,,,,,,,,,,,,,,,,,,,,,2321,36,47,28600,3,3.6047E+11,Block Group 3,G5030,S,20972,0,40.5987718,-74.0019271,15000US360470286003,0.006078344,2.2312E-06,4421,15000US360470286003,50,-1,20,-1,4421,15000US360470286003,420,112,21,27,16,30,22,35,39,33,10,22,6,16,34,42,0,11,18,25,44,50,62,73,77,68,36,43,0,11,10,22,24,39,94.24777961,706.8583471
2322,0,2322,1,2322,0,15,2322,,,,,,,,,,,,,,,,,,,,,,,,2322,36,47,18200,2,3.6047E+11,Block Group 2,G5030,S,98214,0,40.6115063,-74.0033372,15000US360470182002,0.013738732,1.0451E-05,4132,15000US360470182002,197,-1,74,-1,4132,15000US360470182002,782,93,79,47,38,37,29,33,53,47,88,54,67,39,29,35,35,38,26,31,19,20,97,55,108,68,52,35,9,16,45,36,8,12,94.24777961,706.8583471
2323,1,2323,1,2323,0,15,2323,8/30/2012 0:00,14:00,BROOKLYN,11219,40.6334134,-74.0045504,"(40.6334134, -74.0045504)",59 STREET,10 AVENUE, ,Unspecified,Unspecified, , , ,130358,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,1,907,2323,36,47,21400,2,3.6047E+11,Block Group 2,G5030,S,91220,0,40.6322572,-74.0043028,15000US360470214002,0.012909657,9.70965E-06,4214,15000US360470214002,143,-1,37,-1,4214,15000US360470214002,278,43,0,11,31,25,5,9,23,25,19,19,0,11,11,12,8,10,16,12,39,30,62,34,17,16,20,20,13,17,9,15,5,7,94.24777961,706.8583471
2324,0,2324,1,2324,0,15,2324,,,,,,,,,,,,,,,,,,,,,,,,2324,36,47,10800,3,3.6047E+11,Block Group 3,G5030,S,56570,0,40.6406839,-74.0047586,15000US360470108003,0.013521319,6.02211E-06,3947,15000US360470108003,118,-1,37,-1,3947,15000US360470108003,505,103,44,38,25,34,121,66,43,43,20,31,28,33,0,11,40,44,8,13,9,16,55,59,9,13,59,55,44,49,0,11,0,11,94.24777961,706.8583471
2325,0,2325,2,2325,0,15,2325,,,,,,,,,,,,,,,,,,,,,,,,2325,36,47,18800,2,3.6047E+11,Block Group 2,G5030,S,88110,0,40.6169071,-74.0032916,15000US360470188002,0.016132312,9.3766E-06,4146,15000US360470188002,150,-1,60,-1,4146,15000US360470188002,496,78,19,18,17,16,46,40,23,22,10,16,18,20,28,25,20,22,11,16,74,40,36,27,50,33,40,28,38,29,49,46,18,17,94.24777961,706.8583471
2326,0,2326,3,2326,0,15,2326,,,,,,,,,,,,,,,,,,,,,,,,2326,36,47,28200,3,3.6047E+11,Block Group 3,G5030,S,27408,0,40.6016201,-74.0019649,15000US360470282003,0.008712086,2.91608E-06,4409,15000US360470282003,46,-1,20,-1,4409,15000US360470282003,321,103,30,35,25,34,32,35,4,14,6,14,12,18,32,42,0,11,0,11,25,32,57,59,23,29,22,30,3,13,28,31,20,31,94.24777961,706.8583471
2327,0,2327,2,2327,0,15,2327,,,,,,,,,,,,,,,,,,,,,,,,2327,36,47,28600,3,3.6047E+11,Block Group 3,G5030,S,20972,0,40.5987718,-74.0019271,15000US360470286003,0.006078344,2.2312E-06,4421,15000US360470286003,101,-1,40,-1,4421,15000US360470286003,424,88,32,24,24,36,22,22,39,30,15,22,9,14,26,30,6,15,34,32,32,30,54,53,65,52,32,35,12,19,10,22,12,18,94.24777961,706.8583471
2328,2,2328,3,2328,0,15,2328,11/7/2015 0:00,17:10,BROOKLYN,11220,40.6430064,-74.0053294,"(40.6430064, -74.0053294)",7 AVENUE,49 STREET, ,Unspecified,Unspecified, , , ,3330084,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,2,316,2328,36,47,10800,1,3.6047E+11,Block Group 1,G5030,S,56636,0,40.6419911,-74.0033981,15000US360470108001,0.013526133,6.02943E-06,3945,15000US360470108001,115,-1,33,-1,3945,15000US360470108001,422,94,52,43,46,40,46,40,25,29,35,38,26,30,21,21,25,30,17,24,27,30,35,35,29,27,20,25,12,21,3,12,1,10,94.24777961,706.8583471
2329,1,2329,3,2329,0,15,2329,7/14/2016 0:00,18:40,BROOKLYN,11219,40.630364,-74.0041359,"(40.630364, -74.0041359)",11 AVENUE,62 STREET, ,Unspecified,Unspecified, , , ,3480957,PASSENGER VEHICLE,BICYCLE, , , ,1,206,2329,36,47,21200,1,3.6047E+11,Block Group 1,G5030,S,70550,0,40.6303651,-74.0054604,15000US360470212001,0.015547303,7.5094E-06,4207,15000US360470212001,170,-1,47,-1,4207,15000US360470212001,438,60,29,25,51,36,24,21,32,30,47,35,13,16,36,28,3,11,19,19,42,31,78,44,14,17,27,26,14,17,5,12,4,10,94.24777961,706.8583471
2330,0,2330,1,2330,0,15,2330,,,,,,,,,,,,,,,,,,,,,,,,2330,36,47,29200,1,3.6047E+11,Block Group 1,G5030,S,150289,0,40.597132,-74.0007017,15000US360470292001,0.011586392,6.85051E-06,4441,15000US360470292001,148,-1,58,-1,4441,15000US360470292001,396,56,52,29,17,21,45,32,13,15,10,11,5,7,30,25,12,19,32,26,35,27,38,28,31,31,28,24,24,27,0,11,24,25,94.24777961,706.8583471
2331,0,2331,1,2331,0,15,2331,,,,,,,,,,,,,,,,,,,,,,,,2331,36,47,10600,1,3.6047E+11,Block Group 1,G5030,S,56621,0,40.6384903,-74.0046472,15000US360470106001,0.009994638,6.02751E-06,3942,15000US360470106001,121,-1,34,-1,3942,15000US360470106001,540,126,53,46,17,27,35,42,43,68,108,68,16,26,40,45,20,33,27,31,12,16,51,49,59,53,7,11,19,29,11,17,22,35,94.24777961,706.8583471
2332,0,2332,1,2332,0,15,2332,,,,,,,,,,,,,,,,,,,,,,,,2332,36,47,27800,2,3.6047E+11,Block Group 2,G5030,S,91881,0,40.6058245,-74.0023644,15000US360470278002,0.013024733,9.77634E-06,4395,15000US360470278002,114,-1,40,-1,4395,15000US360470278002,551,102,25,26,41,51,11,18,24,34,55,42,34,41,0,11,42,33,13,24,87,62,38,35,56,47,30,40,59,43,13,20,23,35,94.24777961,706.8583471
2333,0,2333,2,2333,0,15,2333,,,,,,,,,,,,,,,,,,,,,,,,2333,36,47,18200,1,3.6047E+11,Block Group 1,G5030,S,67253,0,40.6138519,-74.0017235,15000US360470182001,0.010796367,7.15677E-06,4131,15000US360470182001,112,-1,39,-1,4131,15000US360470182001,334,64,12,20,26,22,18,20,16,19,8,10,34,30,12,18,5,11,18,21,33,30,50,37,15,18,26,20,30,28,20,24,14,17,94.24777961,706.8583471
2334,0,2334,1,2334,0,15,2334,,,,,,,,,,,,,,,,,,,,,,,,2334,36,47,29200,1,3.6047E+11,Block Group 1,G5030,S,150289,0,40.597132,-74.0007017,15000US360470292001,0.011586392,6.85051E-06,4441,15000US360470292001,148,-1,58,-1,4441,15000US360470292001,396,56,52,29,17,21,45,32,13,15,10,11,5,7,30,25,12,19,32,26,35,27,38,28,31,31,28,24,24,27,0,11,24,25,94.24777961,706.8583471
2335,0,2335,2,2335,0,15,2335,,,,,,,,,,,,,,,,,,,,,,,,2335,36,47,19600,1,3.6047E+11,Block Group 1,G5030,S,56453,0,40.6233174,-74.002502,15000US360470196001,0.009981848,6.00824E-06,4166,15000US360470196001,130,-1,40,-1,4166,15000US360470196001,552,103,58,43,12,23,48,54,42,36,34,36,4,11,25,30,36,44,40,46,54,45,77,58,76,56,6,12,33,37,0,11,8,18,94.24777961,706.8583471
2336,1,2336,3,2336,1,15,2336,7/14/2016 0:00,18:40,BROOKLYN,11219,40.630364,-74.0041359,"(40.630364, -74.0041359)",11 AVENUE,62 STREET, ,Unspecified,Unspecified, , , ,3480957,PASSENGER VEHICLE,BICYCLE, , , ,1,206,2336,36,47,21200,1,3.6047E+11,Block Group 1,G5030,S,70550,0,40.6303651,-74.0054604,15000US360470212001,0.015547303,7.5094E-06,4207,15000US360470212001,170,-1,47,-1,4207,15000US360470212001,438,60,29,25,51,36,24,21,32,30,47,35,13,16,36,28,3,11,19,19,42,31,78,44,14,17,27,26,14,17,5,12,4,10,94.24777961,706.8583471
2337,1,2337,3,2337,0,15,2337,9/27/2013 0:00,10:40,BROOKLYN,11214,40.6078183,-74.0019484,"(40.6078183, -74.0019484)",18 AVENUE,85 STREET, ,Unspecified,Unspecified, , , ,124523,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,1,677,2337,36,47,27800,1,3.6047E+11,Block Group 1,G5030,S,68591,0,40.6082436,-73.9996895,15000US360470278001,0.011268731,7.2985E-06,4394,15000US360470278001,143,-1,50,-1,4394,15000US360470278001,547,85,78,51,41,41,16,18,36,32,36,28,31,37,21,21,15,17,13,25,49,38,56,41,56,41,32,36,30,26,30,30,8,19,94.24777961,706.8583471
2338,0,2338,2,2338,0,15,2338,,,,,,,,,,,,,,,,,,,,,,,,2338,36,47,21200,2,3.6047E+11,Block Group 2,G5030,S,59434,0,40.6282574,-74.0045345,15000US360470212002,0.010237989,6.32593E-06,4208,15000US360470212002,94,-1,32,-1,4208,15000US360470212002,374,82,30,28,20,24,8,12,18,26,46,37,34,36,31,30,12,23,5,14,30,38,28,27,40,36,32,35,10,17,14,16,14,18,94.24777961,706.8583471
2339,0,2339,3,2339,0,15,2339,,,,,,,,,,,,,,,,,,,,,,,,2339,36,47,10600,3,3.6047E+11,Block Group 3,G5030,S,37679,0,40.6401003,-74.0065593,15000US360470106003,0.008371653,4.01119E-06,3944,15000US360470106003,97,-1,31,-1,3944,15000US360470106003,461,118,46,43,14,24,71,56,47,53,43,37,23,35,16,23,20,29,21,29,19,25,51,50,33,39,22,26,21,30,6,14,7,19,94.24777961,706.8583471
2340,0,2340,2,2340,0,15,2340,,,,,,,,,,,,,,,,,,,,,,,,2340,36,47,10800,1,3.6047E+11,Block Group 1,G5030,S,56636,0,40.6419911,-74.0033981,15000US360470108001,0.013526133,6.02943E-06,3945,15000US360470108001,90,-1,31,-1,3945,15000US360470108001,373,89,48,40,17,26,66,40,26,30,20,32,32,34,0,11,25,30,13,17,9,15,46,49,14,16,36,36,22,30,0,11,0,11,94.24777961,706.8583471
2341,0,2341,2,2341,1,15,2341,,,,,,,,,,,,,,,,,,,,,,,,2341,36,47,21400,1,3.6047E+11,Block Group 1,G5030,S,76745,0,40.6308415,-74.0018491,15000US360470214001,0.011732954,8.16883E-06,4213,15000US360470214001,162,-1,42,-1,4213,15000US360470214001,288,41,14,16,31,24,12,13,12,18,20,20,10,16,9,10,4,10,15,14,36,26,58,34,16,16,26,22,11,16,8,12,6,9,94.24777961,706.8583471
2342,3,2342,2,2342,0,15,2342,11/30/2013 0:00,16:00,BROOKLYN,11214,40.6080022,-74.0017179,"(40.6080022, -74.0017179)",NEW UTRECHT AVENUE,18 AVENUE, ,Unspecified,Unspecified, , , ,124972,UNKNOWN,BICYCLE, , , ,3,638,2342,36,47,27800,1,3.6047E+11,Block Group 1,G5030,S,68591,0,40.6082436,-73.9996895,15000US360470278001,0.011268731,7.2985E-06,4394,15000US360470278001,158,-1,56,-1,4394,15000US360470278001,544,76,105,64,40,36,18,18,42,32,27,21,30,35,32,26,2,8,13,26,30,26,65,44,56,38,34,34,16,18,38,36,0,11,94.24777961,706.8583471
2343,1,2343,2,2343,0,15,2343,11/12/2014 0:00,7:00,BROOKLYN,11214,40.6076756,-74.0017107,"(40.6076756, -74.0017107)",85 STREET,NEW UTRECHT AVENUE, ,Unspecified,Unspecified, , , ,2822414,PASSENGER VEHICLE,BICYCLE, , , ,1,486,2343,36,47,27800,1,3.6047E+11,Block Group 1,G5030,S,68591,0,40.6082436,-73.9996895,15000US360470278001,0.011268731,7.2985E-06,4394,15000US360470278001,126,-1,49,-1,4394,15000US360470278001,602,94,92,57,46,48,14,18,31,32,32,29,32,41,28,26,22,20,20,32,50,39,62,44,61,46,37,42,43,36,20,22,12,23,94.24777961,706.8583471
2344,0,2344,2,2344,0,15,2344,,,,,,,,,,,,,,,,,,,,,,,,2344,36,47,27600,3,3.6047E+11,Block Group 3,G5030,S,70988,0,40.61002,-74.0001675,15000US360470276003,0.01471271,7.55366E-06,4389,15000US360470276003,136,-1,42,-1,4389,15000US360470276003,412,72,40,32,23,21,42,30,30,25,22,18,38,38,12,18,8,14,17,22,36,37,22,22,32,27,35,28,10,15,40,40,6,14,94.24777961,706.8583471
2345,0,2345,4,2345,0,15,2345,,,,,,,,,,,,,,,,,,,,,,,,2345,36,47,11600,1,3.6047E+11,Block Group 1,G5030,S,68499,0,40.6370408,-74.0021894,15000US360470116001,0.011237879,7.29177E-06,3957,15000US360470116001,111,-1,34,-1,3957,15000US360470116001,490,106,63,48,28,34,32,38,39,50,56,44,35,36,19,26,20,27,32,32,22,24,51,44,40,38,26,36,14,24,6,14,8,18,94.24777961,706.8583471
2346,0,2346,2,2346,0,15,2346,,,,,,,,,,,,,,,,,,,,,,,,2346,36,47,27600,3,3.6047E+11,Block Group 3,G5030,S,70988,0,40.61002,-74.0001675,15000US360470276003,0.01471271,7.55366E-06,4389,15000US360470276003,136,-1,42,-1,4389,15000US360470276003,412,72,40,32,23,21,42,30,30,25,22,18,38,38,12,18,8,14,17,22,36,37,22,22,32,27,35,28,10,15,40,40,6,14,94.24777961,706.8583471
2347,0,2347,2,2347,1,15,2347,,,,,,,,,,,,,,,,,,,,,,,,2347,36,47,21400,1,3.6047E+11,Block Group 1,G5030,S,76745,0,40.6308415,-74.0018491,15000US360470214001,0.011732954,8.16883E-06,4213,15000US360470214001,162,-1,42,-1,4213,15000US360470214001,288,41,14,16,31,24,12,13,12,18,20,20,10,16,9,10,4,10,15,14,36,26,58,34,16,16,26,22,11,16,8,12,6,9,94.24777961,706.8583471
2348,1,2348,2,2348,0,15,2348,11/12/2014 0:00,7:00,BROOKLYN,11214,40.6076756,-74.0017107,"(40.6076756, -74.0017107)",85 STREET,NEW UTRECHT AVENUE, ,Unspecified,Unspecified, , , ,2822414,PASSENGER VEHICLE,BICYCLE, , , ,1,486,2348,36,47,27800,1,3.6047E+11,Block Group 1,G5030,S,68591,0,40.6082436,-73.9996895,15000US360470278001,0.011268731,7.2985E-06,4394,15000US360470278001,126,-1,49,-1,4394,15000US360470278001,602,94,92,57,46,48,14,18,31,32,32,29,32,41,28,26,22,20,20,32,50,39,62,44,61,46,37,42,43,36,20,22,12,23,94.24777961,706.8583471
2349,1,2349,1,2349,0,15,2349,7/23/2016 0:00,19:15,BROOKLYN,11214,40.6066353,-74.0016242,"(40.6066353, -74.0016242)",NEW UTRECHT AVENUE,86 STREET, ,Unspecified,Unspecified, , , ,3486983,PASSENGER VEHICLE,BICYCLE, , , ,1,200,2349,36,47,27800,2,3.6047E+11,Block Group 2,G5030,S,91881,0,40.6058245,-74.0023644,15000US360470278002,0.013024733,9.77634E-06,4395,15000US360470278002,114,-1,40,-1,4395,15000US360470278002,551,102,25,26,41,51,11,18,24,34,55,42,34,41,0,11,42,33,13,24,87,62,38,35,56,47,30,40,59,43,13,20,23,35,94.24777961,706.8583471
2350,3,2350,2,2350,0,15,2350,11/30/2013 0:00,16:00,BROOKLYN,11214,40.6080022,-74.0017179,"(40.6080022, -74.0017179)",NEW UTRECHT AVENUE,18 AVENUE, ,Unspecified,Unspecified, , , ,124972,UNKNOWN,BICYCLE, , , ,3,638,2350,36,47,27800,1,3.6047E+11,Block Group 1,G5030,S,68591,0,40.6082436,-73.9996895,15000US360470278001,0.011268731,7.2985E-06,4394,15000US360470278001,158,-1,56,-1,4394,15000US360470278001,544,76,105,64,40,36,18,18,42,32,27,21,30,35,32,26,2,8,13,26,30,26,65,44,56,38,34,34,16,18,38,36,0,11,94.24777961,706.8583471
2351,0,2351,1,2351,0,15,2351,,,,,,,,,,,,,,,,,,,,,,,,2351,36,47,27800,2,3.6047E+11,Block Group 2,G5030,S,91881,0,40.6058245,-74.0023644,15000US360470278002,0.013024733,9.77634E-06,4395,15000US360470278002,114,-1,40,-1,4395,15000US360470278002,551,102,25,26,41,51,11,18,24,34,55,42,34,41,0,11,42,33,13,24,87,62,38,35,56,47,30,40,59,43,13,20,23,35,94.24777961,706.8583471
2352,1,2352,4,2352,0,15,2352,8/6/2015 0:00,16:35,BROOKLYN,11219,40.6340612,-74.0041073,"(40.6340612, -74.0041073)",FORT HAMILTON PARKWAY,58 STREET, ,Failure to Yield Right-of-Way,Unspecified, , , ,3272430,UNKNOWN,BICYCLE, , , ,1,369,2352,36,47,11600,3,3.6047E+11,Block Group 3,G5030,S,33583,0,40.634165,-74.0057833,15000US360470116003,0.007898732,3.57483E-06,3959,15000US360470116003,115,-1,32,-1,3959,15000US360470116003,426,81,45,39,29,35,4,13,35,35,54,45,46,45,12,18,18,24,12,16,38,36,48,40,30,30,37,36,12,20,5,14,1,10,94.24777961,706.8583471
2353,0,2353,1,2353,0,15,2353,,,,,,,,,,,,,,,,,,,,,,,,2353,36,47,27800,2,3.6047E+11,Block Group 2,G5030,S,91881,0,40.6058245,-74.0023644,15000US360470278002,0.013024733,9.77634E-06,4395,15000US360470278002,114,-1,40,-1,4395,15000US360470278002,551,102,25,26,41,51,11,18,24,34,55,42,34,41,0,11,42,33,13,24,87,62,38,35,56,47,30,40,59,43,13,20,23,35,94.24777961,706.8583471
2354,1,2354,2,2354,0,15,2354,11/12/2014 0:00,7:00,BROOKLYN,11214,40.6076756,-74.0017107,"(40.6076756, -74.0017107)",85 STREET,NEW UTRECHT AVENUE, ,Unspecified,Unspecified, , , ,2822414,PASSENGER VEHICLE,BICYCLE, , , ,1,486,2354,36,47,27800,1,3.6047E+11,Block Group 1,G5030,S,68591,0,40.6082436,-73.9996895,15000US360470278001,0.011268731,7.2985E-06,4394,15000US360470278001,126,-1,49,-1,4394,15000US360470278001,602,94,92,57,46,48,14,18,31,32,32,29,32,41,28,26,22,20,20,32,50,39,62,44,61,46,37,42,43,36,20,22,12,23,94.24777961,706.8583471
2355,0,2355,2,2355,0,15,2355,,,,,,,,,,,,,,,,,,,,,,,,2355,36,47,27600,3,3.6047E+11,Block Group 3,G5030,S,70988,0,40.61002,-74.0001675,15000US360470276003,0.01471271,7.55366E-06,4389,15000US360470276003,136,-1,42,-1,4389,15000US360470276003,412,72,40,32,23,21,42,30,30,25,22,18,38,38,12,18,8,14,17,22,36,37,22,22,32,27,35,28,10,15,40,40,6,14,94.24777961,706.8583471
2356,0,2356,2,2356,0,15,2356,,,,,,,,,,,,,,,,,,,,,,,,2356,36,47,27600,3,3.6047E+11,Block Group 3,G5030,S,70988,0,40.61002,-74.0001675,15000US360470276003,0.01471271,7.55366E-06,4389,15000US360470276003,146,-1,52,-1,4389,15000US360470276003,584,86,54,36,26,26,48,38,34,32,44,32,58,44,22,30,26,28,30,32,22,28,48,33,64,46,50,34,12,20,37,34,10,15,94.24777961,706.8583471
2357,0,2357,2,2357,0,15,2357,,,,,,,,,,,,,,,,,,,,,,,,2357,36,47,21200,1,3.6047E+11,Block Group 1,G5030,S,70550,0,40.6303651,-74.0054604,15000US360470212001,0.015547303,7.5094E-06,4207,15000US360470212001,184,-1,52,-1,4207,15000US360470212001,518,68,43,32,60,42,34,26,37,32,61,44,19,18,48,36,1,12,20,23,44,32,86,49,12,17,31,30,14,18,3,10,4,11,94.24777961,706.8583471
2358,1,2358,1,2358,0,15,2358,7/23/2016 0:00,19:15,BROOKLYN,11214,40.6066353,-74.0016242,"(40.6066353, -74.0016242)",NEW UTRECHT AVENUE,86 STREET, ,Unspecified,Unspecified, , , ,3486983,PASSENGER VEHICLE,BICYCLE, , , ,1,200,2358,36,47,27800,2,3.6047E+11,Block Group 2,G5030,S,91881,0,40.6058245,-74.0023644,15000US360470278002,0.013024733,9.77634E-06,4395,15000US360470278002,114,-1,40,-1,4395,15000US360470278002,551,102,25,26,41,51,11,18,24,34,55,42,34,41,0,11,42,33,13,24,87,62,38,35,56,47,30,40,59,43,13,20,23,35,94.24777961,706.8583471
2359,1,2359,2,2359,0,15,2359,12/16/2013 0:00,14:40,BROOKLYN,11220,40.6465774,-74.0052035,"(40.6465774, -74.0052035)",6 AVENUE,45 STREET, ,Unspecified,Unspecified, , , ,159522,PASSENGER VEHICLE,BICYCLE, , , ,1,632,2359,36,47,9600,4,3.6047E+11,Block Group 4,G5030,S,37638,0,40.6472404,-74.0063054,15000US360470096004,0.008373212,4.00712E-06,3924,15000US360470096004,108,-1,36,-1,3924,15000US360470096004,496,116,42,34,54,46,40,44,43,52,52,41,13,20,71,62,10,20,0,11,22,32,46,40,52,42,10,16,6,14,34,36,0,11,94.24777961,706.8583471
