"";"Station";"sum";"Latitude";"Longitude"
"556";6340;1278;42,44364;-76,9079
"557";6340;1339;42,44364;-76,9079
"558";6340;1340;42,44364;-76,9079
"559";6340;1481;42,44364;-76,9079
"560";6340;1440;42,44364;-76,9079
"561";6340;1007;42,44364;-76,9079
"562";6340;1088;42,44364;-76,9079
"563";6340;1378;42,44364;-76,9079
"564";6340;1351;42,44364;-76,9079
"565";6340;1439;42,44364;-76,9079
"566";6340;1443;42,44364;-76,9079
"567";6340;1366;42,44364;-76,9079
"568";6340;1306;42,44364;-76,9079
"569";6340;1525;42,44364;-76,9079
"570";6340;1541;42,44364;-76,9079
"571";6340;1209;42,44364;-76,9079
"572";6340;1212;42,44364;-76,9079
"573";6340;1426;42,44364;-76,9079
"574";6340;1411;42,44364;-76,9079
"575";6340;1366;42,44364;-76,9079
"576";6340;1360;42,44364;-76,9079
"577";6340;1520;42,44364;-76,9079
"578";6340;1519;42,44364;-76,9079
"579";6340;1204;42,44364;-76,9079
"580";6340;1101;42,44364;-76,9079
"581";6340;1285;42,44364;-76,9079
"582";6340;1291;42,44364;-76,9079
"583";6340;1346;42,44364;-76,9079
"584";6340;1312;42,44364;-76,9079
"585";6340;1472;42,44364;-76,9079
"586";6340;1531;42,44364;-76,9079
"587";6340;1581;42,44364;-76,9079
"588";6340;1598;42,44364;-76,9079
"589";6340;1781;42,44364;-76,9079
"590";6340;1773;42,44364;-76,9079
"591";6340;1494;42,44364;-76,9079
"592";6340;1607;42,44364;-76,9079
"593";6340;1195;42,44364;-76,9079
"594";6340;1340;42,44364;-76,9079
"595";6340;1196;42,44364;-76,9079
"596";6340;1412;42,44364;-76,9079
"597";6340;1484;42,44364;-76,9079
"598";6340;1510;42,44364;-76,9079
"599";6340;1744;42,44364;-76,9079
"600";6340;1680;42,44364;-76,9079
"601";6340;1388;42,44364;-76,9079
"602";6340;1394;42,44364;-76,9079
"603";6340;1298;42,44364;-76,9079
"604";6340;1394;42,44364;-76,9079
"605";6340;1103;42,44364;-76,9079
"606";6340;1119;42,44364;-76,9079
"607";6340;1420;42,44364;-76,9079
"608";6340;1457;42,44364;-76,9079
"609";6340;1789;42,44364;-76,9079
"610";6340;1736;42,44364;-76,9079
"611";6340;1379;42,44364;-76,9079
"612";6340;1409;42,44364;-76,9079
"613";6340;1522;42,44364;-76,9079
"614";6340;1521;42,44364;-76,9079
"615";6340;1367;42,44364;-76,9079
"616";6340;1440;42,44364;-76,9079
"617";6340;1480;42,44364;-76,9079
"618";6340;1577;42,44364;-76,9079
"619";6340;1685;42,44364;-76,9079
"620";6340;1739;42,44364;-76,9079
"621";6340;1496;42,44364;-76,9079
"622";6340;1474;42,44364;-76,9079
"623";6340;1449;42,44364;-76,9079
"624";6340;1484;42,44364;-76,9079
"625";6340;1538;42,44364;-76,9079
"626";6340;1531;42,44364;-76,9079
"627";6340;1503;42,44364;-76,9079
"628";6340;1567;42,44364;-76,9079
"629";6340;1759;42,44364;-76,9079
"630";6340;1865;42,44364;-76,9079
"631";6340;1046;42,44364;-76,9079
"632";6340;1297;42,44364;-76,9079
"633";6340;1200;42,44364;-76,9079
"634";6340;1270;42,44364;-76,9079
"635";6340;1412;42,44364;-76,9079
"636";6340;1481;42,44364;-76,9079
"637";6340;1358;42,44364;-76,9079
"638";6340;1521;42,44364;-76,9079
"639";6340;1602;42,44364;-76,9079
"640";6340;1781;42,44364;-76,9079
"641";6340;1400;42,44364;-76,9079
"642";6340;1412;42,44364;-76,9079
"643";6340;1466;42,44364;-76,9079
"644";6340;1500;42,44364;-76,9079
"645";6340;1617;42,44364;-76,9079
"646";6340;1638;42,44364;-76,9079
"647";6340;1751;42,44364;-76,9079
"648";6340;1830;42,44364;-76,9079
"649";6340;1949;42,44364;-76,9079
"650";6340;2073;42,44364;-76,9079
"651";6340;1603;42,44364;-76,9079
"652";6340;1619;42,44364;-76,9079
"653";6340;1594;42,44364;-76,9079
"654";6340;1555;42,44364;-76,9079
"655";6340;1618;42,44364;-76,9079
"656";6340;1645;42,44364;-76,9079
"657";6340;2145;42,44364;-76,9079
"658";6340;1843;42,44364;-76,9079
"659";6340;2274;42,44364;-76,9079
"660";6340;1971;42,44364;-76,9079
"661";6340;1699;42,44364;-76,9079
"662";6340;1525;42,44364;-76,9079
"663";6340;1728;42,44364;-76,9079
"664";6340;1538;42,44364;-76,9079
"665";6340;1678;42,44364;-76,9079
"666";6340;1508;42,44364;-76,9079
"667";6340;1758;42,44364;-76,9079
"668";6340;1528;42,44364;-76,9079
"669";6340;2164;42,44364;-76,9079
"670";6340;1875;42,44364;-76,9079
"671";6340;1748;42,44364;-76,9079
"672";6340;1594;42,44364;-76,9079
"673";6340;1740;42,44364;-76,9079
"674";6340;1579;42,44364;-76,9079
"675";6340;1894;42,44364;-76,9079
"676";6340;1704;42,44364;-76,9079
"677";6340;1833;42,44364;-76,9079
"678";6340;1609;42,44364;-76,9079
"679";6340;2280;42,44364;-76,9079
"680";6340;1976;42,44364;-76,9079
"681";6340;1768;42,44364;-76,9079
"682";6340;1685;42,44364;-76,9079
"683";6340;1806;42,44364;-76,9079
"684";6340;1594;42,44364;-76,9079
"685";6340;1883;42,44364;-76,9079
"686";6340;1622;42,44364;-76,9079
"687";6340;2051;42,44364;-76,9079
"688";6340;1744;42,44364;-76,9079
"689";6340;2593;42,44364;-76,9079
"690";6340;2161;42,44364;-76,9079
"691";6340;1873;42,44364;-76,9079
"692";6340;1668;42,44364;-76,9079
"693";6340;1775;42,44364;-76,9079
"694";6340;1555;42,44364;-76,9079
"695";6340;1984;42,44364;-76,9079
